model_name,accuracy,precision,recall,f1_score,avg_inference_time,max_inference_time,min_inference_time
Recognition Model,0.47,0.47058823520184545,0.479999999904,0.47524751965885703,0.06133323907852173,0.08799242973327637,0.024003982543945312,0.001,0.3,15
Detection Model,0.49,0.4285714284693877,0.3999999999111111,0.4137930983590964,1.1007506847381592,1.4196970462799072,0.23551034927368164,0.001,0.5,15
Classification Model,0.59,0.6041666665407986,0.5686274508688965,0.5858585807448221,1.1159000396728516,1.4191327095031738,0.24335289001464844,0.001,0.3,15
Recognition Model,0.49,0.5882352940023068,0.49999999991666666,0.5405405354760165,0.055820584297180176,0.07239127159118652,0.024000883102416992,0.001,0.5,15
Detection Model,0.5,0.4629629628772291,0.5434782607514178,0.49999999493200015,1.122840166091919,1.4539575576782227,0.2364332675933838,0.001,0.5,15
Classification Model,0.48,0.4693877550062474,0.4693877550062474,0.46938775000624744,1.170447051525116,1.5065102577209473,0.22283172607421875,0.001,0.3,15
Recognition Model,0.43,0.4489795917451062,0.4230769229955621,0.435643559274581,0.04753810167312622,0.061990976333618164,0.02505636215209961,0.01,0.5,15
Detection Model,0.44,0.48979591826738855,0.43636363628429753,0.46153845646634617,1.1350720524787903,1.4678421020507812,0.2415006160736084,0.001,0.5,15
Classification Model,0.51,0.4230769229955621,0.536585365722784,0.47311827453809685,1.1492790579795837,1.4812822341918945,0.2284989356994629,0.01,0.3,15
Recognition Model,0.5,0.4166666665798611,0.47619047607709747,0.4444444393679013,0.06042587757110596,0.0825204849243164,0.025000572204589844,0.01,0.5,15
